image_id,filename,sha256,sha256_12,mime_type,byte_size,pixel_width,pixel_height,mode,use_count,status
image-200339e0f69b65c5478ee97510962eaea93d56aa,ece4d569906c.png,ece4d569906cc667b32b5ce13452ff3a6cbc95cd4e2821aaba002dd8e774679e,ece4d569906c,image/png,25132,906,415,RGBA,1,extracted
image-da788bbf6022d5ed62737018ebf65451925bec1d,ff55399a9506.png,ff55399a9506c76bd29325a7cc5ab0bed3a73252e571a0442d2d87cd56c6a9eb,ff55399a9506,image/png,34080,996,446,RGBA,1,extracted
image-358ffb5119ac65c5fb9c7c5da1e24bae2b712667,c4bb30bb1900.png,c4bb30bb190068b9787817fe118e69d256211a075d7b5b30da4b51c125d9e470,c4bb30bb1900,image/png,21011,971,349,RGBA,1,extracted
image-263cb878e329010b3e4a43cb888a09277859a500,c8509120f7ed.png,c8509120f7ed1e87e60105f3e2b2c39a20ac5b3c2ab4c0ef8f315d20853bbbe0,c8509120f7ed,image/png,38216,1004,562,RGBA,1,extracted
image-c5fcfedfe46e53966d5bd3b43f6e4b7e737b8095,b4e8a856f8ad.png,b4e8a856f8ad1b14d0b7aed72659a1e8ea86883375b0db1066a43889ee3dea24,b4e8a856f8ad,image/png,24907,959,389,RGBA,1,extracted
image-8283d44801c5521ebf32d9d5de4376e38cd6788f,5427ee2b6e28.png,5427ee2b6e282517bd2fc1d71ffc3888891154ec8876d3b4e28d2ed0905cd5d7,5427ee2b6e28,image/png,14238,801,191,RGBA,1,extracted
image-fdc80e862e86f5f557b7dc04a62d9c6832630b68,f5db2e316c8a.png,f5db2e316c8ae23214a38176d80248ea92507bfa9cfebb3517c90be09485b557,f5db2e316c8a,image/png,6472,724,109,RGBA,1,extracted
image-a9d9ed8f3192d9c69fbc54a3f568ded6b537993c,03d03ee1f226.png,03d03ee1f226fdafb9751ee3d0ea779ea22d7f87d15a4ad1bc36d211c1f9195a,03d03ee1f226,image/png,35788,927,557,RGBA,1,extracted
image-76da8a6051e304f2a3923f5ea3925f60e02283f1,51b28d1bf312.png,51b28d1bf31273bad744526631706d40cf33e204e3db93813cdf2a7e90107dc1,51b28d1bf312,image/png,43656,951,579,RGBA,1,extracted
image-b58f28bc7e0cc0079ee3cdc46697418bcb449178,f5d39f66cdb0.png,f5d39f66cdb093f058a15595951e1090fd4ecfc6633cad3871376b14d6f19289,f5d39f66cdb0,image/png,47524,996,515,RGBA,1,extracted
