image_id,filename,sha256,sha256_12,mime_type,byte_size,pixel_width,pixel_height,mode,duplicate_content_of_image_id,use_count,status
image-8c6f40b1b29858b3fb1013abe6f49f74de977900,ee57602c8f6b.png,ee57602c8f6b1fc63d641d0f2a82385abf862c74b5171c1c83ed71ea54417a34,ee57602c8f6b,image/png,34356,884,426,RGBA,,1,extracted
image-53770e5f538c12369742e5940740a7e049c2ae1e,61bac436427a.png,61bac436427a8d0324dea9a3e63ed6c13225b348c2fdd25db0831d2c14e51b10,61bac436427a,image/png,43318,833,567,RGBA,,1,extracted
image-6d9f3864c1fb43336247e7c244d43a8cfc6e1592,871fbaee1810.png,871fbaee1810f4c7df078f238c189c6659ae7ab276e5ce2e8dd4f3ee32e5fcf7,871fbaee1810,image/png,37942,831,539,RGBA,,1,extracted
image-cd4a8923cf35022a86b771a2c2cabf39b6f11054,1509d1e7d8ae.png,1509d1e7d8ae7cba57543ef61eee1f5bb7c0a9cf0f900b3d5d1232446b4e35a1,1509d1e7d8ae,image/png,27516,816,478,RGBA,,1,extracted
image-c75bd73fe5d24fa886b08d1f7f80564b21fff910,e7806d23c74c.png,e7806d23c74c279ed28e3a8bc9a5f73d88607214bd2c9ba27d9e35d466aad080,e7806d23c74c,image/png,26250,829,350,RGBA,,1,extracted
image-88895f3fac6926cb22cf559da0ed70258676b0a4,d3a1bb094f9b.png,d3a1bb094f9b2e9cd1d6714d51b21ec6cc85ea95a6054ee7d83833ca202e03cf,d3a1bb094f9b,image/png,47194,820,687,RGBA,,1,extracted
image-77dde959d531fe8d30a6914752d9f8ebcfd22645,92b2e6438bb0.png,92b2e6438bb07b97f565bed0d090246c331218e8201c945d4152ae4faaa1ba0f,92b2e6438bb0,image/png,30902,887,377,RGBA,,1,extracted
image-50c9dd7efb1af451a4e3cbc71902127676fc24bc,ea1018695b32.png,ea1018695b32e18ec7795b199dcac727e100655283f80fbeda051178d633b5df,ea1018695b32,image/png,38765,876,479,RGBA,,1,extracted
image-c89b4145e464205ad92e6cd02c69dff6976b5828,92594ea88dc6.png,92594ea88dc6f867d75635691d4d9335c6e9cf4439634e26385cc58ca65b7756,92594ea88dc6,image/png,32367,817,457,RGBA,,1,extracted
image-bee370fc9afd981f4b8b06da20a1ad34922c029a,f613eec9859f.png,f613eec9859f0acf5841a2bd6bb0dac97e03e26388f3f8e9bd94153c8382a889,f613eec9859f,image/png,34379,802,481,RGBA,,1,extracted
image-941e741a840c8598eb43ff4664f436b483e8268c,a83de366d697.png,a83de366d6979ec55ec672026404dd1dfc17f3640013bd226ffd1bdd5cb86b84,a83de366d697,image/png,29980,862,464,RGBA,,1,extracted
image-10bccbff357c8f78430d02ab2796f4ac15c97842,fb045f0c1266.png,fb045f0c12667309f935208c02e592265dab3aa759e8092789e319142c490f07,fb045f0c1266,image/png,20086,875,378,RGBA,,1,extracted
image-215f4b99dc1a3e26ceeaf5633e9cb592aede8323,893dab93db0d.png,893dab93db0d5cbeb4424c1b79bf7efd0a8f3eed4376f24c4709d95ada945e7a,893dab93db0d,image/png,19925,870,350,RGBA,,1,extracted
image-2e7b053d2d51999bde6da2920432f03d3dfb73bc,2bb7b39e4d2c.png,2bb7b39e4d2cb57150880e94b96beb0884e44b0aece54c9a183333feb4492386,2bb7b39e4d2c,image/png,9250,786,91,RGBA,,1,extracted
image-2a6623800218d5496eaa3b718aca5f570159baaa,10f0ebea7792.png,10f0ebea7792fbc7d6bdd2e6c542c26a2dec1ed01e308e4aeaaa8a3e98163ddd,10f0ebea7792,image/png,46236,772,559,RGBA,,1,extracted
image-26e419c646d12483e216a44b1692a3a34c5e8680,f3af38adb045.png,f3af38adb045233a7b3bbd4dbc851ac2b7146364416475eefb95626650555964,f3af38adb045,image/png,27147,890,433,RGBA,,1,extracted
image-dabd991a48d4ea0c9f9bfddcb0a4b7e752c338e5,fcb9d2e9caf1.png,fcb9d2e9caf10cefede6fb98b6b8a5ecaaf6149f62749cde026cb5e24e3a7de1,fcb9d2e9caf1,image/png,38063,819,548,RGBA,,1,extracted
image-2a46fb1504a14a79430f7ed5bb1937a621976865,38c420dc77c9.png,38c420dc77c9ff1bf66931a9b490a5a7d8cc265ecdbf99ca73985c32091c44f0,38c420dc77c9,image/png,18558,862,310,RGBA,,1,extracted
image-d2cea64b786bb2809cbb1bd8289d2804f5a423de,fd2e05439653.png,fd2e054396530694091cd68f505b6d609eb2e82691bdf425cac7950978e370db,fd2e05439653,image/png,36367,841,550,RGBA,,1,extracted
