image_id,filename,sha256,sha256_12,mime_type,byte_size,pixel_width,pixel_height,mode,use_count,status
image-6fd4f6e8b6f5903d2136cc5395e8028bf728d55e,1575a266b85d.png,1575a266b85d77afc3e68fff2e9ce8a0444e197fe79aaca66a21f24fb741f4c2,1575a266b85d,image/png,46737,845,627,RGBA,1,extracted
image-893ecfd04428ce3189587fc5d61946ae58a41b47,d801cf0c5b0a.png,d801cf0c5b0a72769b3520838631ffbbb909c6ffc920eb361c52e8939753719a,d801cf0c5b0a,image/png,25109,1036,291,RGBA,1,extracted
image-c351e89814b5ae337b1653b9cc726f5cf5f027ef,36e3d0e94ea8.png,36e3d0e94ea8550e694f624b275b34f45c8f86bffd46862e4c8728ec899fe2a9,36e3d0e94ea8,image/png,20394,660,185,RGBA,1,extracted
image-420124f7e415510af39214775df2a44083da0917,1fe109a8f76b.png,1fe109a8f76ba6db10beb91e2743e2d8f15b8087c6d665c05690364fe5959dd6,1fe109a8f76b,image/png,12692,895,138,RGBA,1,extracted
image-7efbb4ebb9836baf1413324aa1a0802a2d306a4c,82838b9533b8.png,82838b9533b8eca78d482f3e0d96a826bed1ccdf6c62cc68438bb1137da94385,82838b9533b8,image/png,46731,750,625,RGBA,1,extracted
image-b3081e60d7ced6c45df50d7f6fe92c556036a686,63aa83938389.png,63aa839383896cf138af6179c30f1605f0bfb544ba4d68574b215edcce5ab651,63aa83938389,image/png,20741,623,311,RGBA,1,extracted
image-bd73e38356e9bd643f0845aafcfaa0c930f190b4,f8a6a7db0398.png,f8a6a7db03985a64354b34741be8790a1c62b5121df045366107ecec3725315f,f8a6a7db0398,image/png,12748,589,207,RGBA,1,extracted
image-21b496973fb9c506425ce573d9e599445962c599,63aa83938389.png,63aa839383896cf138af6179c30f1605f0bfb544ba4d68574b215edcce5ab651,63aa83938389,image/png,20741,623,311,RGBA,1,extracted
image-c3c0583838d67b076cd2b2750789ec3150566563,97090079fa81.png,97090079fa81f6e7ca449575f9f0dd10998aefaa8e7653eb4a6ff0e960a6ba76,97090079fa81,image/png,45583,717,635,RGBA,1,extracted
image-db188cb8368e5bbe79210eaf271f275057aeec80,9a621b2346f2.png,9a621b2346f2fb800f22a95d0b795824d979ec910438959b80d1096eba1f91c4,9a621b2346f2,image/png,7906,709,89,RGBA,1,extracted
image-b45a7b1f01273773adb0b8e5e55c9120843f1599,2068a68feeb5.png,2068a68feeb5aa960f43692f96723dbe9457608d3995405ed8fd9d45a80bf609,2068a68feeb5,image/png,8578,416,80,RGBA,1,extracted
image-7b923d2c7ea487ee0ccce9d0af83585aa14010be,7c6d82776ebe.png,7c6d82776ebe0d765b5f6b9f3c6a8f556e2a3d5b37ad8216fc7997d29da54de6,7c6d82776ebe,image/png,7516,520,167,RGBA,1,extracted
image-888237bf83dd22be3a3bce7f6a04099f89005b92,b2388138969f.png,b2388138969f714c8839bf9ed588117f76c1bdfd651c6c24b0b518ab67485b27,b2388138969f,image/png,8287,590,178,RGBA,1,extracted
image-5f94a08a53c1f5954e02c6054681d511c0a8f502,881f4011d1f9.png,881f4011d1f9a795970c7cf23cfb30d1af2cf08fbcd72be341f211201c9f1352,881f4011d1f9,image/png,39669,708,598,RGBA,1,extracted
image-316799c9d38d16f428611cfaa82bb287587818d2,16b21e4b21bd.png,16b21e4b21bdbf21ebf87c51c51c1eed3f0844a73df56b3b932569269c07e0df,16b21e4b21bd,image/png,47724,705,502,RGBA,1,extracted
