image_id,filename,sha256,sha256_12,mime_type,byte_size,pixel_width,pixel_height,mode,use_count,status
image-ab4301cee1c4cefde77fb603e6f27bc2090bc892,691dee167e62.png,691dee167e627eafbeb2866c19f9499ad825dbf9ec1a646d9887dab4aeed7db3,691dee167e62,image/png,28079,1018,303,RGBA,1,extracted
image-b9514af2af58084cd3ecfd28087608430d733b88,ed573b040b8c.png,ed573b040b8c8412ce61db96fdb08868cd71ee5fc02f01bbdbfe2b4cc0bd7f47,ed573b040b8c,image/png,30736,1059,348,RGBA,1,extracted
image-ac65762111ebc2432d5e13a95eabeb3319bfb590,b15df68ae74d.png,b15df68ae74d244ee2fe52e1748e35577a52fc369d56490a67909b1df304ce47,b15df68ae74d,image/png,49174,1053,383,RGBA,1,extracted
image-b841da3902a82f2114676918ad287a20340ca5fe,30e802bb1861.png,30e802bb1861643cffb6d3f376c3de662834249551d8ccce228912cb7a38e200,30e802bb1861,image/png,63608,1005,503,RGBA,1,extracted
image-b7533c8efb98c3bb71ebca82884980b5be26c9d5,e90b185acf45.png,e90b185acf456b0066f77ae5637e6a9bafd9a938dbde02dc0b3844feb472237d,e90b185acf45,image/png,44568,922,537,RGBA,1,extracted
image-820d5806f686b4f7c5d4e4b9ee62eb09426c432b,9c668b8d3c5f.png,9c668b8d3c5f74e52cbda6954c5cec24ac55d42ee64110b97a6c2caa04536eaf,9c668b8d3c5f,image/png,17368,960,203,RGBA,1,extracted
image-323f0fbbaa3087a8931d2f0c92af41e3dafcb486,2c557ae7507b.png,2c557ae7507b157d73b343ec4f9e4f694f8dd455ed5d2495e991e41eaa53e5a9,2c557ae7507b,image/png,46811,1008,544,RGBA,1,extracted
image-2c766bbc6070d7a2165a1618454e6160aa3ed836,8431be2916c2.png,8431be2916c2358b306de24378714d3d25faab1250035124dc1c217b930538d3,8431be2916c2,image/png,35110,944,477,RGBA,1,extracted
image-6ad4499485ef11d7c17991641fac8d0cb4969cfd,bbd3d6fbbd0b.png,bbd3d6fbbd0b0b212807e40b0bbca34ca4d089c7a759dafa8a30c5c35793ce6a,bbd3d6fbbd0b,image/png,43751,944,563,RGBA,1,extracted
image-dc6628ad61d15db3360b183aaf8b0d42d2c012ec,77eee29a0c8f.png,77eee29a0c8f8743630e9eb65364361592ca270fe227c584cd29aa391a95862a,77eee29a0c8f,image/png,35572,997,459,RGBA,1,extracted
image-bca8bba088d1881617c8d7fab449c719d6336e7e,db590dae4cb4.png,db590dae4cb4783a370e4a4a30488ede97d454219569fface312c3bd81e58fcb,db590dae4cb4,image/png,36183,1003,432,RGBA,1,extracted
