image_id,filename,sha256,sha256_12,mime_type,byte_size,pixel_width,pixel_height,mode,use_count,status
image-4fdd3309096741e157fa04c32f2b036d8268ea8f,3bc22ab353bd.png,3bc22ab353bdd5976b6d799110bf375033823f4548e15325873b89de4bfd34ff,3bc22ab353bd,image/png,43647,974,463,RGBA,1,extracted
image-bff3e41686845591b26737628e57ab0aa0c800b2,90d772a3a273.png,90d772a3a27393432c898d471bdab55b713fbedc4f8f04f05ba9c23ec05b7cc1,90d772a3a273,image/png,45327,1004,514,RGBA,1,extracted
image-6ee206e2e4295fde7c01623e3d3fc8ea248675d8,4d3069f6b70c.png,4d3069f6b70c198b823033d0c55274b23c9f968e45d26bcee14b19abb55ace5a,4d3069f6b70c,image/png,50055,1008,511,RGBA,1,extracted
image-32480f0da66c17b090e4fd3602bd1eed807c5f4b,e31d5b2d8771.png,e31d5b2d8771c8df76dfcef6e71c3faf116d1ac2216eb51aef2275883531bdfb,e31d5b2d8771,image/png,40815,945,496,RGBA,1,extracted
image-44b3ba0d8bf48b38cc7c047b12f0b71d48dd47fe,4ef6666e9bf2.png,4ef6666e9bf2a2af501ab23d1e684efb199ac84387cde8ca437480e95b212822,4ef6666e9bf2,image/png,46245,987,485,RGBA,1,extracted
image-5df7370a19fb9270dd68d2524fc666f4ee36cc0d,4919dd3b07b1.png,4919dd3b07b1eb789b19237e8b037906d62b7c544972f35629d3f8b73763ec67,4919dd3b07b1,image/png,39444,969,485,RGBA,1,extracted
image-77eca055934ee33eae76632b4a0378ab944f3f39,affe5f62c945.png,affe5f62c9455068801f54aea4d0c19f9a5e135728128c51d3b57936585a79bb,affe5f62c945,image/png,33516,920,356,RGBA,1,extracted
image-3f03d907daeb4e30dcddd7ff94c65d48da35cfce,58fe9ac276b3.png,58fe9ac276b32f97620e5895b4cccbcabd2e7d6039e6e82a32d1db1980ba1610,58fe9ac276b3,image/png,31548,936,267,RGBA,1,extracted
image-bd2e6aa9b8c86f152848064f1c029c65af0b1031,3f5b44f9c541.png,3f5b44f9c541764b0cc68e39e7f069c9c8dce161c91968ee03ece2842c906e46,3f5b44f9c541,image/png,23072,952,309,RGBA,1,extracted
image-e4c329bd0189539b8e87a0b7ff4ec45a89fbbf16,b767e8193d90.png,b767e8193d900a93e9be49a179c4138f95361f396ae330a3f33aa34baf0453a5,b767e8193d90,image/png,41795,942,521,RGBA,1,extracted
image-df507b6e6de40616cd7a83f815b79aec0a112532,b2cf9f456712.png,b2cf9f45671251a45d507f9d7f3690b1f2cfb79d7eb27d08c980a21be1b1590e,b2cf9f456712,image/png,36842,1005,535,RGBA,1,extracted
image-35434c6696dc15004f177263157574b70bbf76a9,03300259c2c8.png,03300259c2c85893bd412a10ad05578b9a0360dc25e8a347d6e9c27cae5d345a,03300259c2c8,image/png,42271,857,521,RGBA,1,extracted
image-0b27f5963eb90c271edeac4b3f6b3ff2b4b6c399,fa09a63bc225.png,fa09a63bc22520a2bfdcc3976f71273d56fe6757be5e51548605da6a0513a6d0,fa09a63bc225,image/png,78697,1121,267,RGBA,1,extracted
